Date Time,Event,Ticker,Expected,Actual,Prior
10/02/2023 14:45,S&P Global US Manufacturing PMI,PMI,48.9,49.8,47.9
11/01/2023 13:45,S&P Global US Manufacturing PMI,PMI,50,50,49.8
12/01/2023 14:45,S&P Global US Manufacturing PMI,PMI,49.5,49.4,50
01/02/2024 14:45,S&P Global US Manufacturing PMI,PMI,48.3,47.9,49.4
02/01/2024 14:45,S&P Global US Manufacturing PMI,PMI,50.3,50.7,47.9
03/01/2024 14:45,S&P Global US Manufacturing PMI,PMI,51.5,52.2,50.7
04/01/2024 14:45,S&P Global US Manufacturing PMI,PMI,52.5,51.9,52.2
05/01/2024 14:45,S&P Global US Manufacturing PMI,PMI,49.9,50,51.9
06/03/2024 14:45,S&P Global US Manufacturing PMI,PMI,50.9,51.3,50
07/01/2024 14:45,S&P Global US Manufacturing PMI,PMI,51.7,51.6,51.3
08/01/2024 14:45,S&P Global US Manufacturing PMI,PMI,49.6,49.6,51.6
09/03/2024 14:45,S&P Global US Manufacturing PMI,PMI,48,47.9,49.6
10/01/2024 14:45,S&P Global US Manufacturing PMI,PMI,47,47.3,47.9
11/01/2024 13:45,S&P Global US Manufacturing PMI,PMI,47.8,48.5,47.3
12/02/2024 14:45,S&P Global US Manufacturing PMI,PMI,48.8,49.7,48.5
01/02/2025 14:45,S&P Global US Manufacturing PMI,PMI,48.3,49.4,49.7
